customer_id,response,conversion_probability,recommendation
448,0,0.057486136,LOW PRIORITY
450,0,0.0013700358,LOW PRIORITY
451,0,0.00027614343,LOW PRIORITY
453,0,0.037421618,LOW PRIORITY
454,0,0.017058553,LOW PRIORITY
455,0,0.017050207,LOW PRIORITY
456,0,0.0019404673,LOW PRIORITY
460,0,0.08696649,LOW PRIORITY
466,0,0.10170128,LOW PRIORITY
477,1,0.85716003,HIGH PRIORITY
486,0,0.0056512738,LOW PRIORITY
492,0,0.86078084,HIGH PRIORITY
498,0,0.073306456,LOW PRIORITY
500,1,0.9828084,HIGH PRIORITY
503,0,0.026200535,LOW PRIORITY
520,0,0.0148160355,LOW PRIORITY
521,0,0.041511837,LOW PRIORITY
523,0,0.007946394,LOW PRIORITY
524,0,0.09935047,LOW PRIORITY
528,0,0.020435711,LOW PRIORITY
531,1,0.89576066,HIGH PRIORITY
535,0,0.02478635,LOW PRIORITY
538,0,0.00036659007,LOW PRIORITY
544,0,0.013077934,LOW PRIORITY
550,0,0.0041722134,LOW PRIORITY
564,1,0.44377312,MEDIUM PRIORITY
569,1,0.9857873,HIGH PRIORITY
574,0,0.0007289133,LOW PRIORITY
577,0,0.1104376,LOW PRIORITY
590,1,0.91407293,HIGH PRIORITY
591,0,0.029799957,LOW PRIORITY
606,0,0.00043953487,LOW PRIORITY
607,0,0.15511774,LOW PRIORITY
610,0,0.5293011,MEDIUM PRIORITY
615,0,0.041026324,LOW PRIORITY
618,0,0.09591985,LOW PRIORITY
624,1,0.9352596,HIGH PRIORITY
626,0,0.0056368415,LOW PRIORITY
635,0,0.03614305,LOW PRIORITY
640,0,0.0062572826,LOW PRIORITY
641,0,0.005129121,LOW PRIORITY
642,0,0.21499614,LOW PRIORITY
663,0,0.010658187,LOW PRIORITY
675,0,0.07823804,LOW PRIORITY
679,0,0.032186933,LOW PRIORITY
692,0,0.0030949751,LOW PRIORITY
697,0,0.18455507,LOW PRIORITY
701,0,0.01234054,LOW PRIORITY
702,0,0.005577439,LOW PRIORITY
709,0,0.042764448,LOW PRIORITY
713,0,0.0012191922,LOW PRIORITY
716,0,0.0021340663,LOW PRIORITY
736,0,0.019196143,LOW PRIORITY
737,0,0.8318756,HIGH PRIORITY
738,0,0.07396217,LOW PRIORITY
749,1,0.026503993,LOW PRIORITY
760,0,0.101066805,LOW PRIORITY
762,0,0.0013327453,LOW PRIORITY
771,0,0.00046521376,LOW PRIORITY
773,0,0.04675249,LOW PRIORITY
793,0,0.25485185,LOW PRIORITY
796,0,0.07999375,LOW PRIORITY
798,0,0.0036809982,LOW PRIORITY
800,0,0.0009288799,LOW PRIORITY
803,0,0.00045453315,LOW PRIORITY
807,0,0.08674806,LOW PRIORITY
810,0,0.0010350449,LOW PRIORITY
819,0,0.012423698,LOW PRIORITY
821,0,0.9303515,HIGH PRIORITY
830,1,0.9647431,HIGH PRIORITY
832,0,0.004677969,LOW PRIORITY
833,0,0.0076434175,LOW PRIORITY
837,0,0.48176345,MEDIUM PRIORITY
839,0,0.0025908758,LOW PRIORITY
843,0,0.0021112594,LOW PRIORITY
849,0,0.007829131,LOW PRIORITY
850,0,0.02207922,LOW PRIORITY
851,0,0.019817857,LOW PRIORITY
868,0,0.0018997497,LOW PRIORITY
873,1,0.13864063,LOW PRIORITY
879,0,0.013013905,LOW PRIORITY
880,0,0.09935047,LOW PRIORITY
891,0,0.0011735708,LOW PRIORITY
895,0,0.14927655,LOW PRIORITY
898,0,0.04053894,LOW PRIORITY
902,0,0.0008932435,LOW PRIORITY
905,0,0.07338631,LOW PRIORITY
907,0,0.0072562895,LOW PRIORITY
916,0,0.0058154613,LOW PRIORITY
922,0,0.020043783,LOW PRIORITY
933,0,0.11215459,LOW PRIORITY
938,0,0.13185787,LOW PRIORITY
940,0,0.009737989,LOW PRIORITY
942,1,0.1490932,LOW PRIORITY
944,0,0.026505223,LOW PRIORITY
945,0,0.04393372,LOW PRIORITY
946,0,0.019561093,LOW PRIORITY
948,0,0.04207507,LOW PRIORITY
954,0,0.0014117762,LOW PRIORITY
955,1,0.4619994,MEDIUM PRIORITY
961,0,0.0023183862,LOW PRIORITY
965,0,0.14829215,LOW PRIORITY
966,0,0.0106082475,LOW PRIORITY
967,1,0.76692015,HIGH PRIORITY
968,0,0.056506112,LOW PRIORITY
975,0,0.24379966,LOW PRIORITY
977,0,0.36265275,MEDIUM PRIORITY
979,0,0.1356201,LOW PRIORITY
983,0,0.0036800297,LOW PRIORITY
988,0,0.003156748,LOW PRIORITY
999,1,0.2635334,LOW PRIORITY
1000,0,0.013102982,LOW PRIORITY
1008,0,0.35981417,MEDIUM PRIORITY
1010,0,0.00089501246,LOW PRIORITY
1012,0,0.10868866,LOW PRIORITY
1016,0,0.038767412,LOW PRIORITY
1020,0,0.011632726,LOW PRIORITY
1029,0,0.008464583,LOW PRIORITY
1030,0,0.003217876,LOW PRIORITY
1031,0,0.07728681,LOW PRIORITY
1041,1,0.86078084,HIGH PRIORITY
1044,0,0.030843562,LOW PRIORITY
1045,0,0.11583894,LOW PRIORITY
1048,1,0.67599136,HIGH PRIORITY
1050,0,0.000927514,LOW PRIORITY
1052,0,0.018190267,LOW PRIORITY
1055,0,0.003623059,LOW PRIORITY
1064,0,0.1681225,LOW PRIORITY
1065,0,0.05989916,LOW PRIORITY
1071,0,0.086999424,LOW PRIORITY
1072,0,0.018555406,LOW PRIORITY
1077,0,0.10052239,LOW PRIORITY
1079,0,0.19440033,LOW PRIORITY
1081,0,0.13549295,LOW PRIORITY
1087,1,0.7598831,HIGH PRIORITY
1092,0,0.13360737,LOW PRIORITY
1100,0,0.0046653175,LOW PRIORITY
1103,1,0.6987935,HIGH PRIORITY
1109,0,0.040125635,LOW PRIORITY
1118,0,0.14631459,LOW PRIORITY
1127,0,0.06500982,LOW PRIORITY
1131,0,0.0056554447,LOW PRIORITY
1135,0,0.0031399198,LOW PRIORITY
1137,0,0.04936475,LOW PRIORITY
1139,1,0.86817974,HIGH PRIORITY
1142,0,0.0013228026,LOW PRIORITY
1143,0,0.06564533,LOW PRIORITY
1146,1,0.73516786,HIGH PRIORITY
1150,0,0.19488227,LOW PRIORITY
1158,0,0.0131138945,LOW PRIORITY
1160,0,0.018087458,LOW PRIORITY
1162,1,0.8850619,HIGH PRIORITY
1165,0,0.19409905,LOW PRIORITY
1168,0,0.08464017,LOW PRIORITY
1170,0,0.10370762,LOW PRIORITY
1172,1,0.9917887,HIGH PRIORITY
1173,1,0.71241564,HIGH PRIORITY
1175,1,0.4126602,MEDIUM PRIORITY
1176,0,0.012607177,LOW PRIORITY
1177,0,0.08682898,LOW PRIORITY
1183,0,0.03484239,LOW PRIORITY
1184,0,0.031600703,LOW PRIORITY
1204,0,0.21374442,LOW PRIORITY
1212,0,0.3279153,MEDIUM PRIORITY
1215,0,0.044273555,LOW PRIORITY
1225,0,0.0769399,LOW PRIORITY
1232,0,0.024430254,LOW PRIORITY
1241,1,0.94714653,HIGH PRIORITY
1245,0,0.25843105,LOW PRIORITY
1250,0,0.0035036434,LOW PRIORITY
1272,0,0.3495977,MEDIUM PRIORITY
1277,0,0.030592902,LOW PRIORITY
1291,0,0.09594185,LOW PRIORITY
1295,0,0.0011452242,LOW PRIORITY
1307,0,0.061177585,LOW PRIORITY
1321,0,0.03439211,LOW PRIORITY
1324,0,0.00082525745,LOW PRIORITY
1328,0,0.0004780117,LOW PRIORITY
1331,0,0.30207038,MEDIUM PRIORITY
1340,0,0.33639172,MEDIUM PRIORITY
1343,0,0.26853904,LOW PRIORITY
1349,0,0.02458206,LOW PRIORITY
1351,0,0.25643614,LOW PRIORITY
1357,0,0.0030977775,LOW PRIORITY
1361,1,0.8673391,HIGH PRIORITY
1362,0,0.02132317,LOW PRIORITY
1371,0,0.008430637,LOW PRIORITY
1377,0,0.039594565,LOW PRIORITY
1378,0,0.01616093,LOW PRIORITY
1379,0,0.018467091,LOW PRIORITY
1381,1,0.7644728,HIGH PRIORITY
1384,0,0.23808514,LOW PRIORITY
1386,0,0.021072524,LOW PRIORITY
1388,0,0.1356201,LOW PRIORITY
1399,0,0.21510945,LOW PRIORITY
1402,0,0.20262228,LOW PRIORITY
1403,0,0.053325765,LOW PRIORITY
1404,0,0.019947112,LOW PRIORITY
1406,0,0.16389939,LOW PRIORITY
1407,0,0.13397048,LOW PRIORITY
1409,0,0.04884494,LOW PRIORITY
1411,0,0.09807112,LOW PRIORITY
1419,0,0.12831677,LOW PRIORITY
1440,0,0.0723768,LOW PRIORITY
1446,0,0.24301448,LOW PRIORITY
1448,0,0.0031000345,LOW PRIORITY
1453,0,0.28885674,LOW PRIORITY
1456,0,0.03256914,LOW PRIORITY
1458,0,0.01767469,LOW PRIORITY
1459,0,0.08257112,LOW PRIORITY
1461,0,0.005856087,LOW PRIORITY
1463,0,0.010296301,LOW PRIORITY
1473,0,0.17646214,LOW PRIORITY
1490,0,0.049080312,LOW PRIORITY
1491,0,0.0067580617,LOW PRIORITY
1497,0,0.080004156,LOW PRIORITY
1501,0,0.061342016,LOW PRIORITY
1502,0,0.019196143,LOW PRIORITY
1503,0,0.0040132464,LOW PRIORITY
1506,1,0.6263562,HIGH PRIORITY
1509,1,0.967551,HIGH PRIORITY
1513,0,0.015456143,LOW PRIORITY
1515,0,0.036350884,LOW PRIORITY
1517,0,0.0019360523,LOW PRIORITY
1518,0,0.051439006,LOW PRIORITY
1519,1,0.37755284,MEDIUM PRIORITY
1523,0,0.002654983,LOW PRIORITY
1524,1,0.93048406,HIGH PRIORITY
1542,0,0.11784484,LOW PRIORITY
1544,0,0.7817828,HIGH PRIORITY
1545,0,0.0018037786,LOW PRIORITY
1553,0,0.17549835,LOW PRIORITY
1570,0,0.05328699,LOW PRIORITY
1577,1,0.68456227,HIGH PRIORITY
1581,1,0.4251989,MEDIUM PRIORITY
1584,0,0.004202779,LOW PRIORITY
1592,0,0.15568806,LOW PRIORITY
1600,0,0.021142066,LOW PRIORITY
1604,0,0.0023765168,LOW PRIORITY
1606,0,0.0153907705,LOW PRIORITY
1612,0,0.0037020328,LOW PRIORITY
1618,1,0.75095344,HIGH PRIORITY
1619,1,0.6994504,HIGH PRIORITY
1626,1,0.47278175,MEDIUM PRIORITY
1627,0,0.1864723,LOW PRIORITY
1628,0,0.014473881,LOW PRIORITY
1630,0,0.0039488096,LOW PRIORITY
1631,1,0.86164635,HIGH PRIORITY
1640,0,0.0025012898,LOW PRIORITY
1646,0,0.0026176076,LOW PRIORITY
1650,0,0.05520425,LOW PRIORITY
1655,0,0.003898815,LOW PRIORITY
1663,0,0.005394314,LOW PRIORITY
1665,1,0.87604105,HIGH PRIORITY
1672,0,0.0009997208,LOW PRIORITY
1676,0,0.005212616,LOW PRIORITY
1685,0,0.24417731,LOW PRIORITY
1710,0,0.25007597,LOW PRIORITY
1715,0,0.04017809,LOW PRIORITY
1717,0,0.0048321863,LOW PRIORITY
1726,1,0.8668071,HIGH PRIORITY
1729,0,0.087612905,LOW PRIORITY
1734,0,0.09563988,LOW PRIORITY
1740,0,0.103833966,LOW PRIORITY
1743,0,0.00703679,LOW PRIORITY
1744,0,0.02583705,LOW PRIORITY
1745,1,0.49404153,MEDIUM PRIORITY
1755,0,0.000100624246,LOW PRIORITY
1763,1,0.9852728,HIGH PRIORITY
1764,0,0.007508133,LOW PRIORITY
1772,1,0.9717352,HIGH PRIORITY
1773,0,0.09238882,LOW PRIORITY
1777,0,0.16207124,LOW PRIORITY
1802,0,0.012010303,LOW PRIORITY
1818,0,0.041075908,LOW PRIORITY
1826,1,0.93652856,HIGH PRIORITY
1829,1,0.8574477,HIGH PRIORITY
1833,0,0.003824834,LOW PRIORITY
1834,0,0.008213666,LOW PRIORITY
1839,0,0.122220255,LOW PRIORITY
1857,1,0.40562963,MEDIUM PRIORITY
1859,1,0.85642576,HIGH PRIORITY
1867,1,0.97217137,HIGH PRIORITY
1876,0,0.02658558,LOW PRIORITY
1878,0,0.00086581137,LOW PRIORITY
1880,0,0.02732796,LOW PRIORITY
1890,0,0.002897814,LOW PRIORITY
1891,1,0.93455255,HIGH PRIORITY
1907,1,0.7611494,HIGH PRIORITY
1911,0,0.1160257,LOW PRIORITY
1915,0,0.13320489,LOW PRIORITY
1916,0,0.010942156,LOW PRIORITY
1920,0,0.012974496,LOW PRIORITY
1921,0,0.0007441321,LOW PRIORITY
1927,0,0.0007414218,LOW PRIORITY
1928,0,0.2553754,LOW PRIORITY
1940,0,0.016729025,LOW PRIORITY
1945,0,0.38487995,MEDIUM PRIORITY
1951,0,0.004932103,LOW PRIORITY
1958,0,0.0038491953,LOW PRIORITY
1964,0,0.13520175,LOW PRIORITY
1966,0,0.00911691,LOW PRIORITY
1968,0,0.006508006,LOW PRIORITY
1970,0,0.4009428,MEDIUM PRIORITY
1987,0,0.01558522,LOW PRIORITY
1990,0,0.47931692,MEDIUM PRIORITY
1991,0,0.020702297,LOW PRIORITY
1992,1,0.6572749,HIGH PRIORITY
1993,0,0.06535095,LOW PRIORITY
1994,0,0.04242521,LOW PRIORITY
1998,0,0.0035036434,LOW PRIORITY
2002,0,0.15618347,LOW PRIORITY
2004,0,0.0044665225,LOW PRIORITY
2005,0,0.0009547426,LOW PRIORITY
2008,0,0.0018466559,LOW PRIORITY
2021,0,0.0051136175,LOW PRIORITY
2036,0,0.01601306,LOW PRIORITY
2055,0,0.47278175,MEDIUM PRIORITY
2061,0,0.03819442,LOW PRIORITY
2066,0,0.11557967,LOW PRIORITY
2072,1,0.66207725,HIGH PRIORITY
2075,0,0.0064111073,LOW PRIORITY
2079,0,0.46725237,MEDIUM PRIORITY
2088,0,0.101059124,LOW PRIORITY
2098,0,0.037964523,LOW PRIORITY
2106,0,0.0019964012,LOW PRIORITY
2109,1,0.8646321,HIGH PRIORITY
2114,1,0.9915296,HIGH PRIORITY
2115,0,0.0032702147,LOW PRIORITY
2118,0,0.0012807845,LOW PRIORITY
2125,0,0.015833974,LOW PRIORITY
2130,1,0.026823245,LOW PRIORITY
2131,0,0.47739917,MEDIUM PRIORITY
2134,0,0.040262617,LOW PRIORITY
2139,0,0.04424959,LOW PRIORITY
2147,0,0.05209393,LOW PRIORITY
2150,0,0.08179323,LOW PRIORITY
2154,0,0.057917997,LOW PRIORITY
2156,0,0.011568188,LOW PRIORITY
2157,0,0.07270076,LOW PRIORITY
2162,0,0.008734577,LOW PRIORITY
2166,0,0.00039957234,LOW PRIORITY
2173,0,0.0065097567,LOW PRIORITY
2174,0,0.011337514,LOW PRIORITY
2176,1,0.9794763,HIGH PRIORITY
2181,0,0.055419948,LOW PRIORITY
2186,1,0.92992127,HIGH PRIORITY
2202,0,0.0034599723,LOW PRIORITY
2217,0,0.0021360363,LOW PRIORITY
2223,0,0.15043631,LOW PRIORITY
2225,1,0.90644616,HIGH PRIORITY
2227,0,0.019561093,LOW PRIORITY
2230,0,0.00085240626,LOW PRIORITY
2245,0,0.040108476,LOW PRIORITY
2246,0,0.00057541596,LOW PRIORITY
2253,0,0.02658558,LOW PRIORITY
2254,0,0.028645013,LOW PRIORITY
2256,0,0.013191669,LOW PRIORITY
2258,0,0.004969929,LOW PRIORITY
2261,0,0.04853918,LOW PRIORITY
2262,0,0.0073826737,LOW PRIORITY
2276,0,0.005383623,LOW PRIORITY
2278,0,0.01411413,LOW PRIORITY
2281,0,0.23876022,LOW PRIORITY
2285,0,0.33750737,MEDIUM PRIORITY
2286,0,0.020393215,LOW PRIORITY
2292,0,0.0007468936,LOW PRIORITY
2295,0,0.0025762157,LOW PRIORITY
2296,0,0.80709136,HIGH PRIORITY
2304,0,0.0040154564,LOW PRIORITY
2308,0,0.11876864,LOW PRIORITY
2315,0,0.0031230028,LOW PRIORITY
2320,0,0.001661973,LOW PRIORITY
2324,0,0.05442135,LOW PRIORITY
2326,0,0.02658558,LOW PRIORITY
2337,0,0.0029350691,LOW PRIORITY
2345,0,0.024430254,LOW PRIORITY
2350,0,0.009344703,LOW PRIORITY
2371,0,0.13031158,LOW PRIORITY
2375,0,0.004316952,LOW PRIORITY
2379,1,0.9398823,HIGH PRIORITY
2387,1,0.8292776,HIGH PRIORITY
2392,0,0.012974496,LOW PRIORITY
2404,0,0.34503543,MEDIUM PRIORITY
2406,0,0.0028469274,LOW PRIORITY
2407,1,0.96790564,HIGH PRIORITY
2408,0,0.13182254,LOW PRIORITY
2410,0,0.094124,LOW PRIORITY
2415,0,0.0022019134,LOW PRIORITY
2416,0,0.010521186,LOW PRIORITY
2426,1,0.7062391,HIGH PRIORITY
2428,0,0.1534285,LOW PRIORITY
2429,0,0.07227564,LOW PRIORITY
2431,0,0.028757785,LOW PRIORITY
2437,0,0.073311806,LOW PRIORITY
2445,0,0.011011426,LOW PRIORITY
2447,0,0.078599826,LOW PRIORITY
2452,1,0.9142515,HIGH PRIORITY
2453,0,0.023662599,LOW PRIORITY
2456,0,0.009836022,LOW PRIORITY
2457,0,0.12241055,LOW PRIORITY
2461,0,0.0031541171,LOW PRIORITY
2471,0,0.0017234562,LOW PRIORITY
2478,0,0.0021059818,LOW PRIORITY
2488,0,0.0055209803,LOW PRIORITY
2493,0,0.009740615,LOW PRIORITY
2495,0,0.008425254,LOW PRIORITY
2499,0,0.022368502,LOW PRIORITY
2516,0,0.0013011093,LOW PRIORITY
2518,0,0.02290441,LOW PRIORITY
2521,1,0.9587431,HIGH PRIORITY
2525,1,0.6367646,HIGH PRIORITY
2532,0,0.047459822,LOW PRIORITY
2534,0,0.06513611,LOW PRIORITY
2535,1,0.97092134,HIGH PRIORITY
2541,0,0.50999343,MEDIUM PRIORITY
2544,0,0.006134405,LOW PRIORITY
2546,0,0.040456347,LOW PRIORITY
2549,0,0.003259503,LOW PRIORITY
2552,1,0.8595024,HIGH PRIORITY
2557,0,0.09641403,LOW PRIORITY
2561,0,0.25843105,LOW PRIORITY
2563,0,0.0007848073,LOW PRIORITY
2564,0,0.0024663636,LOW PRIORITY
2565,0,0.29000977,LOW PRIORITY
2569,0,0.03870707,LOW PRIORITY
2570,1,0.6019119,HIGH PRIORITY
2574,1,0.96202534,HIGH PRIORITY
2579,0,0.0011654528,LOW PRIORITY
2587,0,0.0035863328,LOW PRIORITY
2589,0,0.0074727507,LOW PRIORITY
2591,0,0.0024303545,LOW PRIORITY
2607,0,0.030407479,LOW PRIORITY
2611,0,0.091326535,LOW PRIORITY
2612,0,0.090591684,LOW PRIORITY
2613,0,0.0033700797,LOW PRIORITY
2620,1,0.13416354,LOW PRIORITY
2625,0,0.008235443,LOW PRIORITY
2631,0,0.020668954,LOW PRIORITY
2632,1,0.68762034,HIGH PRIORITY
2634,1,0.8278524,HIGH PRIORITY
2639,0,0.017124472,LOW PRIORITY
2656,0,0.02054971,LOW PRIORITY
2661,0,0.0012857592,LOW PRIORITY
2666,0,0.028953804,LOW PRIORITY
2669,0,0.015643524,LOW PRIORITY
2674,1,0.66655934,HIGH PRIORITY
2677,0,0.10767716,LOW PRIORITY
2678,0,0.010006431,LOW PRIORITY
2681,0,0.062243275,LOW PRIORITY
2683,0,0.04577978,LOW PRIORITY
2686,0,0.0033906933,LOW PRIORITY
2694,0,0.001439995,LOW PRIORITY
2698,0,0.006085786,LOW PRIORITY
2711,0,0.14411144,LOW PRIORITY
2712,0,0.0007698529,LOW PRIORITY
2715,1,0.9438375,HIGH PRIORITY
2724,0,0.0075500165,LOW PRIORITY
2727,0,0.012542629,LOW PRIORITY
2730,0,0.16784522,LOW PRIORITY
2736,0,0.003554633,LOW PRIORITY
2740,0,0.0050329654,LOW PRIORITY
2747,0,0.02813969,LOW PRIORITY
2781,1,0.770138,HIGH PRIORITY
2782,0,0.037739072,LOW PRIORITY
2793,0,0.086999424,LOW PRIORITY
2795,0,0.024701813,LOW PRIORITY
2797,0,0.0036517407,LOW PRIORITY
2798,1,0.9893672,HIGH PRIORITY
2802,0,0.0023637468,LOW PRIORITY
2804,1,0.34409347,MEDIUM PRIORITY
2807,0,0.018190267,LOW PRIORITY
2811,0,0.039921418,LOW PRIORITY
2814,0,0.14411144,LOW PRIORITY
2815,0,0.0056843706,LOW PRIORITY
2826,0,0.008803533,LOW PRIORITY
2829,0,0.054909915,LOW PRIORITY
2831,0,0.00081423594,LOW PRIORITY
2836,0,0.0061349603,LOW PRIORITY
2849,0,0.03256914,LOW PRIORITY
2853,0,0.0014865318,LOW PRIORITY
2861,0,0.004710614,LOW PRIORITY
2863,0,0.067226194,LOW PRIORITY
2868,1,0.11771453,LOW PRIORITY
2870,0,0.09855043,LOW PRIORITY
2874,0,0.014437136,LOW PRIORITY
2875,0,0.0005341399,LOW PRIORITY
2877,0,0.618194,HIGH PRIORITY
2878,0,0.00093931716,LOW PRIORITY
2882,0,0.022583487,LOW PRIORITY
2886,0,0.45045653,MEDIUM PRIORITY
2891,0,0.0047941953,LOW PRIORITY
2894,1,0.9473311,HIGH PRIORITY
2895,0,0.002671443,LOW PRIORITY
2902,0,0.018269606,LOW PRIORITY
2909,0,0.026027557,LOW PRIORITY
2918,0,0.026057068,LOW PRIORITY
2920,0,0.038307566,LOW PRIORITY
2926,0,0.12559325,LOW PRIORITY
2928,0,0.038307566,LOW PRIORITY
2929,0,0.22818507,LOW PRIORITY
2930,0,0.42792985,MEDIUM PRIORITY
2931,0,0.13815098,LOW PRIORITY
2936,0,0.0037427368,LOW PRIORITY
2937,0,0.048540525,LOW PRIORITY
2939,0,0.016329885,LOW PRIORITY
2942,0,0.2964139,LOW PRIORITY
2945,0,0.020139307,LOW PRIORITY
2948,0,0.0019227747,LOW PRIORITY
2952,0,0.0061710156,LOW PRIORITY
2958,0,0.0016388546,LOW PRIORITY
2961,0,0.023688108,LOW PRIORITY
2963,0,0.018604573,LOW PRIORITY
2964,0,0.13921838,LOW PRIORITY
2968,1,0.95720196,HIGH PRIORITY
2975,0,0.17907943,LOW PRIORITY
2980,0,0.03977705,LOW PRIORITY
2986,0,0.00080461754,LOW PRIORITY
2995,0,0.0062242914,LOW PRIORITY
3005,1,0.98457056,HIGH PRIORITY
3006,0,0.0043693567,LOW PRIORITY
3007,0,0.04613177,LOW PRIORITY
3009,1,0.99760133,HIGH PRIORITY
3010,0,0.07250949,LOW PRIORITY
3011,0,0.0017757855,LOW PRIORITY
3025,0,0.083458334,LOW PRIORITY
3032,0,0.030227674,LOW PRIORITY
3033,0,0.013563527,LOW PRIORITY
3037,0,0.034443017,LOW PRIORITY
3050,0,0.13870345,LOW PRIORITY
3056,0,0.0011605324,LOW PRIORITY
3066,0,0.030548548,LOW PRIORITY
3068,0,0.071972914,LOW PRIORITY
3074,1,0.80902636,HIGH PRIORITY
3075,0,0.002280516,LOW PRIORITY
3076,0,0.013788988,LOW PRIORITY
3081,0,0.011816294,LOW PRIORITY
3083,0,0.022325352,LOW PRIORITY
3091,0,0.0013327453,LOW PRIORITY
3099,0,0.118545115,LOW PRIORITY
3102,0,0.00905392,LOW PRIORITY
3104,1,0.5158934,MEDIUM PRIORITY
3107,0,0.00064158975,LOW PRIORITY
3112,0,0.03303508,LOW PRIORITY
3117,0,0.0028881773,LOW PRIORITY
3120,0,0.028114833,LOW PRIORITY
3129,0,0.009483486,LOW PRIORITY
3130,0,0.0012857592,LOW PRIORITY
3136,0,0.023141809,LOW PRIORITY
3138,1,0.9882776,HIGH PRIORITY
3139,0,0.4557371,MEDIUM PRIORITY
3152,0,0.0031205602,LOW PRIORITY
3153,0,0.01149478,LOW PRIORITY
3158,0,0.25559586,LOW PRIORITY
3170,0,0.0029920621,LOW PRIORITY
3174,1,0.9757474,HIGH PRIORITY
3179,0,0.0940647,LOW PRIORITY
3182,1,0.079909764,LOW PRIORITY
3194,0,0.018141696,LOW PRIORITY
3197,0,0.002868574,LOW PRIORITY
3202,0,0.1873269,LOW PRIORITY
3220,0,0.036389925,LOW PRIORITY
3225,1,0.56007296,MEDIUM PRIORITY
3231,0,0.004426621,LOW PRIORITY
3233,0,0.02865206,LOW PRIORITY
3254,0,0.00055688183,LOW PRIORITY
3262,1,0.8063296,HIGH PRIORITY
3265,0,0.03086328,LOW PRIORITY
3266,0,0.0007289133,LOW PRIORITY
3267,0,0.024513412,LOW PRIORITY
3270,0,0.04935668,LOW PRIORITY
3276,0,0.011044397,LOW PRIORITY
3277,0,0.27844578,LOW PRIORITY
3281,0,0.018489469,LOW PRIORITY
