customer_id,age,income,education_rank,marital_clean,total_children,has_children,total_spend,total_purchases,avg_spend_per_purchase,recency,num_web_visits_month,campaign_engagement_rate,customer_tenure_days,web_purchase_ratio,deal_sensitivity,income_per_person,complain,response,conversion_probability,recommendation,segment,pipeline_run_ts
231,68,28839.0,4,Married,2,1,32.0,7.0,4.571428571428571,86,5,0.0,4471,0.2857142857142857,0.2857142857142857,9613.0,0,0,0.00043288374,LOW PRIORITY,Loyal,2026-06-08 06:33:37
232,59,61559.0,3,Single,1,1,530.0,17.0,31.176470588235293,8,3,0.0,4708,0.2352941176470588,0.0588235294117647,30779.5,0,0,0.027378432,LOW PRIORITY,VIP,2026-06-08 06:33:37
234,45,15287.0,3,Divorced,1,1,31.0,6.0,5.166666666666667,60,7,0.2,4988,0.1666666666666666,0.3333333333333333,7643.5,0,1,0.9325779,HIGH PRIORITY,Loyal,2026-06-08 06:33:37
236,73,34838.0,3,Married,2,1,170.0,10.0,17.0,62,6,0.0,4887,0.2,0.3,11612.666666666666,0,0,0.0547615,LOW PRIORITY,Loyal,2026-06-08 06:33:37
238,57,67309.0,2,Married,2,1,1082.0,39.0,27.743589743589745,76,7,0.0,4883,0.2307692307692307,0.3846153846153846,22436.33333333333,0,0,0.013635353,LOW PRIORITY,At Risk,2026-06-08 06:33:37
241,72,83844.0,3,Married,0,0,1574.0,20.0,78.7,57,1,0.2,4774,0.2,0.05,83844.0,0,0,0.17223695,LOW PRIORITY,At Risk,2026-06-08 06:33:37
246,59,66480.0,3,Married,2,1,312.0,19.0,16.42105263157895,71,4,0.0,4390,0.2105263157894736,0.3684210526315789,22160.0,0,0,0.0010499036,LOW PRIORITY,Loyal,2026-06-08 06:33:37
247,53,36715.0,3,Married,1,1,357.0,19.0,18.789473684210527,16,9,0.0,4950,0.3684210526315789,0.3157894736842105,18357.5,0,1,0.951325,HIGH PRIORITY,VIP,2026-06-08 06:33:37
252,61,41003.0,5,Divorced,0,0,601.0,17.0,35.35294117647059,11,6,0.0,4830,0.3529411764705882,0.0588235294117647,41003.0,0,0,0.2360776,LOW PRIORITY,VIP,2026-06-08 06:33:37
254,69,53863.0,3,Married,1,1,473.0,18.0,26.27777777777778,4,7,0.2,4404,0.3888888888888889,0.1666666666666666,26931.5,0,0,0.14123097,LOW PRIORITY,VIP,2026-06-08 06:33:37
255,73,22263.0,3,Divorced,2,1,21.0,6.0,3.5,31,6,0.0,4452,0.1666666666666666,0.3333333333333333,7421.0,1,0,0.020077553,LOW PRIORITY,New,2026-06-08 06:33:37
257,65,75032.0,5,Married,1,1,1215.0,20.0,60.75,74,3,0.0,4788,0.25,0.1,37516.0,0,0,0.023974959,LOW PRIORITY,At Risk,2026-06-08 06:33:37
263,79,45576.0,5,Single,0,0,145.0,8.0,18.125,9,8,0.0,4393,0.375,0.125,45576.0,0,1,0.6999544,HIGH PRIORITY,New,2026-06-08 06:33:37
269,61,46757.0,5,Single,1,1,1143.0,21.0,54.42857142857143,71,9,0.0,4951,0.1904761904761904,0.2857142857142857,23378.5,0,0,0.24840279,LOW PRIORITY,At Risk,2026-06-08 06:33:37
271,55,40590.0,3,Widow,2,1,258.0,15.0,17.2,30,6,0.2,4631,0.2,0.3333333333333333,13530.0,0,0,0.23061508,LOW PRIORITY,New,2026-06-08 06:33:37
273,54,36138.0,4,Married,2,1,151.0,13.0,11.615384615384617,48,7,0.2,4709,0.2307692307692307,0.3846153846153846,12046.0,0,0,0.2822472,LOW PRIORITY,New,2026-06-08 06:33:37
274,51,34853.0,3,Single,2,1,34.0,7.0,4.857142857142857,75,6,0.0,4549,0.2857142857142857,0.2857142857142857,11617.666666666666,0,0,0.0029865466,LOW PRIORITY,Loyal,2026-06-08 06:33:37
286,72,44213.0,3,Single,2,1,152.0,12.0,12.666666666666666,48,6,0.0,4573,0.1666666666666666,0.3333333333333333,14737.666666666666,0,0,0.03513409,LOW PRIORITY,New,2026-06-08 06:33:37
291,54,72940.0,3,Married,0,0,981.0,13.0,75.46153846153847,13,1,0.0,4736,0.2307692307692307,0.0769230769230769,72940.0,0,0,0.26383865,LOW PRIORITY,VIP,2026-06-08 06:33:37
295,35,81217.0,3,Single,0,0,1157.0,22.0,52.59090909090909,77,1,0.0,4706,0.1363636363636363,0.0454545454545454,81217.0,0,0,0.008089876,LOW PRIORITY,At Risk,2026-06-08 06:33:37
304,43,22944.0,4,Single,1,1,76.0,9.0,8.444444444444445,67,7,0.0,4549,0.3333333333333333,0.3333333333333333,11472.0,0,0,0.064691156,LOW PRIORITY,Loyal,2026-06-08 06:33:37
309,63,63342.0,5,Married,1,1,1101.0,19.0,57.94736842105263,48,6,0.2,4982,0.4210526315789473,0.1578947368421052,31671.0,0,0,0.71440285,HIGH PRIORITY,VIP,2026-06-08 06:33:37
310,54,61872.0,4,Married,1,1,573.0,21.0,27.285714285714285,81,4,0.0,4559,0.1904761904761904,0.1904761904761904,30936.0,0,0,0.0016138157,LOW PRIORITY,At Risk,2026-06-08 06:33:37
313,56,73455.0,3,Widow,0,0,2088.0,22.0,94.9090909090909,98,3,0.2,4605,0.2727272727272727,0.0454545454545454,73455.0,0,0,0.042265836,LOW PRIORITY,At Risk,2026-06-08 06:33:37
322,46,42554.0,3,Married,2,1,41.0,7.0,5.857142857142857,93,4,0.0,4894,0.2857142857142857,0.2857142857142857,14184.666666666666,0,0,0.0016865225,LOW PRIORITY,Loyal,2026-06-08 06:33:37
326,51,51148.0,3,Married,2,1,315.0,16.0,19.6875,38,6,0.0,4857,0.3125,0.25,17049.333333333332,0,0,0.03520341,LOW PRIORITY,New,2026-06-08 06:33:37
332,67,47743.0,3,Married,1,1,275.0,14.0,19.642857142857142,56,6,0.2,4825,0.2857142857142857,0.2142857142857142,23871.5,0,0,0.068321355,LOW PRIORITY,Loyal,2026-06-08 06:33:37
339,52,57091.0,5,Married,1,1,496.0,18.0,27.55555555555556,82,7,0.2,4944,0.5,0.1111111111111111,28545.5,0,1,0.6581391,HIGH PRIORITY,At Risk,2026-06-08 06:33:37
340,54,72967.0,3,Divorced,1,1,497.0,19.0,26.157894736842103,1,5,0.2,4922,0.3684210526315789,0.1052631578947368,36483.5,0,1,0.73200285,HIGH PRIORITY,VIP,2026-06-08 06:33:37
347,48,40780.0,3,Divorced,1,1,377.0,17.0,22.176470588235293,30,9,0.0,5020,0.4117647058823529,0.2352941176470588,20390.0,0,0,0.22329333,LOW PRIORITY,New,2026-06-08 06:33:37
359,74,48070.0,3,Married,1,1,504.0,19.0,26.526315789473685,33,7,0.0,4893,0.4210526315789473,0.1578947368421052,24035.0,1,0,0.03621488,LOW PRIORITY,VIP,2026-06-08 06:33:37
361,55,43142.0,4,Married,2,1,20.0,4.0,5.0,84,7,0.0,4492,0.25,0.25,14380.666666666666,0,0,0.001365593,LOW PRIORITY,Loyal,2026-06-08 06:33:37
367,46,36550.0,2,Married,1,1,577.0,20.0,28.85,74,9,0.0,4856,0.45,0.25,18275.0,0,0,0.03113517,LOW PRIORITY,At Risk,2026-06-08 06:33:37
368,50,40049.0,3,Married,1,1,290.0,14.0,20.714285714285715,61,5,0.0,4938,0.2142857142857142,0.2142857142857142,20024.5,0,0,0.030145766,LOW PRIORITY,Loyal,2026-06-08 06:33:37
375,70,76773.0,3,Divorced,0,0,1156.0,16.0,72.25,79,1,0.0,4850,0.125,0.0625,76773.0,0,0,0.057890087,LOW PRIORITY,At Risk,2026-06-08 06:33:37
378,53,52531.0,3,Married,0,0,794.0,21.0,37.80952380952381,68,6,0.0,4907,0.3333333333333333,0.0952380952380952,52531.0,0,0,0.060420793,LOW PRIORITY,At Risk,2026-06-08 06:33:37
380,70,64497.0,3,Divorced,1,1,1804.0,29.0,62.206896551724135,17,8,0.2,5018,0.3793103448275862,0.1724137931034483,32248.5,0,1,0.5433801,MEDIUM PRIORITY,VIP,2026-06-08 06:33:37
387,48,7500.0,1,Married,0,0,61.0,6.0,10.166666666666666,59,8,0.0,4954,0.3333333333333333,0.1666666666666666,7500.0,0,0,0.17418292,LOW PRIORITY,Loyal,2026-06-08 06:33:37
405,60,41638.0,3,Divorced,1,1,441.0,17.0,25.94117647058824,68,8,0.2,4862,0.2941176470588235,0.2352941176470588,20819.0,0,0,0.16146258,LOW PRIORITY,Loyal,2026-06-08 06:33:37
425,39,55357.0,3,Married,2,1,727.0,22.0,33.04545454545455,66,5,0.0,4856,0.2727272727272727,0.1363636363636363,18452.33333333333,0,0,0.0090304,LOW PRIORITY,At Risk,2026-06-08 06:33:37
433,66,61331.0,4,Single,2,1,632.0,23.0,27.47826086956522,42,8,0.0,4837,0.4782608695652174,0.217391304347826,20443.666666666668,0,0,0.11560291,LOW PRIORITY,VIP,2026-06-08 06:33:37
437,48,75012.0,4,Divorced,0,0,1027.0,23.0,44.65217391304348,41,1,0.0,4516,0.1304347826086956,0.0434782608695652,75012.0,0,0,0.07206856,LOW PRIORITY,VIP,2026-06-08 06:33:37
448,46,54880.0,5,Single,1,1,795.0,21.0,37.85714285714285,57,5,0.0,4846,0.2857142857142857,0.0952380952380952,27440.0,0,0,0.057486136,LOW PRIORITY,At Risk,2026-06-08 06:33:37
450,66,42315.0,4,Married,1,1,270.0,12.0,22.5,90,3,0.0,4713,0.0833333333333333,0.25,21157.5,0,0,0.0013700358,LOW PRIORITY,Loyal,2026-06-08 06:33:37
451,35,9255.0,3,Single,1,1,22.0,5.0,4.4,91,8,0.0,4552,0.2,0.2,4627.5,0,0,0.00027614343,LOW PRIORITY,Loyal,2026-06-08 06:33:37
453,68,35340.0,5,Widow,2,1,45.0,7.0,6.428571428571429,1,5,0.0,4361,0.2857142857142857,0.2857142857142857,11780.0,0,0,0.037421618,LOW PRIORITY,New,2026-06-08 06:33:37
454,44,69508.0,3,Married,1,1,1135.0,28.0,40.535714285714285,48,6,0.0,4953,0.3928571428571428,0.0714285714285714,34754.0,0,0,0.017058553,LOW PRIORITY,VIP,2026-06-08 06:33:37
455,78,51012.0,5,Married,0,0,209.0,10.0,20.9,86,6,0.0,4798,0.4,0.1,51012.0,0,0,0.017050207,LOW PRIORITY,Loyal,2026-06-08 06:33:37
456,38,7500.0,2,Married,1,1,36.0,7.0,5.142857142857143,96,8,0.0,4868,0.2857142857142857,0.2857142857142857,3750.0,0,0,0.0019404673,LOW PRIORITY,Loyal,2026-06-08 06:33:37
460,52,79930.0,5,Married,0,0,1753.0,17.0,103.11764705882354,72,2,0.0,5051,0.1764705882352941,0.0588235294117647,79930.0,0,0,0.08696649,LOW PRIORITY,At Risk,2026-06-08 06:33:37
466,80,65275.0,3,Married,0,0,746.0,21.0,35.523809523809526,9,2,0.0,4813,0.1904761904761904,0.0476190476190476,65275.0,0,0,0.10170128,LOW PRIORITY,VIP,2026-06-08 06:33:37
477,38,83512.0,3,Married,0,0,2157.0,22.0,98.04545454545456,31,1,0.8,4373,0.1818181818181818,0.0454545454545454,83512.0,0,1,0.85716003,HIGH PRIORITY,VIP,2026-06-08 06:33:37
486,36,84219.0,3,Married,0,0,1198.0,18.0,66.55555555555556,27,1,0.0,4508,0.1666666666666666,0.0555555555555555,84219.0,0,0,0.0056512738,LOW PRIORITY,VIP,2026-06-08 06:33:37
492,51,48432.0,5,Single,1,1,424.0,19.0,22.31578947368421,3,8,0.0,4980,0.3684210526315789,0.2631578947368421,24216.0,0,0,0.86078084,HIGH PRIORITY,VIP,2026-06-08 06:33:37
498,54,30015.0,3,Single,1,1,57.0,7.0,8.142857142857142,28,5,0.0,4508,0.1428571428571428,0.2857142857142857,15007.5,0,0,0.073306456,LOW PRIORITY,New,2026-06-08 06:33:37
500,47,96876.0,3,Married,0,0,1941.0,24.0,80.875,79,2,0.6,4688,0.2916666666666667,0.0416666666666666,96876.0,0,1,0.9828084,HIGH PRIORITY,At Risk,2026-06-08 06:33:37
503,39,20559.0,4,Married,1,1,53.0,7.0,7.571428571428571,88,8,0.0,4835,0.2857142857142857,0.2857142857142857,10279.5,0,0,0.025506433,LOW PRIORITY,Loyal,2026-06-08 06:33:37
520,50,34421.0,3,Married,1,1,30.0,4.0,7.5,81,7,0.0,4724,0.25,0.25,17210.5,0,0,0.0148160355,LOW PRIORITY,Loyal,2026-06-08 06:33:37
521,39,54006.0,3,Married,1,1,581.0,18.0,32.27777777777778,42,7,0.0,5010,0.4444444444444444,0.1111111111111111,27003.0,0,0,0.041511837,LOW PRIORITY,VIP,2026-06-08 06:33:37
523,35,37155.0,3,Married,1,1,74.0,7.0,10.571428571428571,51,5,0.0,4875,0.2857142857142857,0.1428571428571428,18577.5,0,0,0.007946394,LOW PRIORITY,Loyal,2026-06-08 06:33:37
524,58,22634.0,1,Married,0,0,96.0,6.0,16.0,47,8,0.0,4890,0.3333333333333333,0.1666666666666666,22634.0,0,0,0.086816125,LOW PRIORITY,New,2026-06-08 06:33:37
528,46,65819.0,3,Married,0,0,1383.0,20.0,69.15,99,3,0.0,4938,0.25,0.05,65819.0,0,0,0.020435711,LOW PRIORITY,At Risk,2026-06-08 06:33:37
531,70,57333.0,5,Divorced,1,1,1662.0,33.0,50.36363636363637,55,6,0.0,5006,0.2424242424242424,0.3333333333333333,28666.5,0,1,0.89576066,HIGH PRIORITY,At Risk,2026-06-08 06:33:37
535,37,81361.0,3,Divorced,0,0,778.0,27.0,28.814814814814813,18,1,0.0,4485,0.1111111111111111,0.037037037037037,81361.0,0,0,0.023399085,LOW PRIORITY,VIP,2026-06-08 06:33:37
538,35,46107.0,3,Single,1,1,125.0,7.0,17.857142857142858,78,3,0.0,4500,0.1428571428571428,0.1428571428571428,23053.5,0,0,0.00036659007,LOW PRIORITY,Loyal,2026-06-08 06:33:37
544,70,62820.0,3,Married,0,0,976.0,14.0,69.71428571428571,51,1,0.0,4775,0.2142857142857142,0.0714285714285714,62820.0,0,0,0.013077934,LOW PRIORITY,At Risk,2026-06-08 06:33:37
550,72,62335.0,3,Divorced,1,1,708.0,21.0,33.714285714285715,87,2,0.0,4763,0.1428571428571428,0.0952380952380952,31167.5,0,0,0.0041722134,LOW PRIORITY,At Risk,2026-06-08 06:33:37
564,43,56937.0,5,Married,1,1,906.0,30.0,30.2,81,6,0.2,5055,0.2666666666666666,0.2333333333333333,28468.5,0,1,0.44377312,MEDIUM PRIORITY,At Risk,2026-06-08 06:33:37
569,33,90273.0,3,Single,0,0,1991.0,19.0,104.78947368421052,32,2,0.6,4558,0.2631578947368421,0.0526315789473684,90273.0,0,1,0.9857873,HIGH PRIORITY,VIP,2026-06-08 06:33:37
574,60,42523.0,3,Married,0,0,125.0,7.0,17.857142857142858,96,2,0.0,4428,0.1428571428571428,0.1428571428571428,42523.0,0,0,0.0007289133,LOW PRIORITY,Loyal,2026-06-08 06:33:37
577,48,26907.0,2,Married,2,1,22.0,6.0,3.6666666666666665,10,7,0.0,4674,0.1666666666666666,0.3333333333333333,8969.0,0,0,0.1104376,LOW PRIORITY,New,2026-06-08 06:33:37
590,54,78579.0,4,Divorced,0,0,1812.0,16.0,113.25,35,3,0.0,4915,0.3125,0.0625,78579.0,0,1,0.91407293,HIGH PRIORITY,VIP,2026-06-08 06:33:37
591,67,66033.0,3,Widow,1,1,677.0,20.0,33.85,76,7,0.0,4886,0.4,0.1,33016.5,0,0,0.029799957,LOW PRIORITY,At Risk,2026-06-08 06:33:37
606,57,25930.0,3,Single,2,1,15.0,4.0,3.75,87,7,0.0,4623,0.25,0.25,8643.333333333334,0,0,0.00043953487,LOW PRIORITY,Loyal,2026-06-08 06:33:37
607,69,41769.0,2,Divorced,1,1,521.0,22.0,23.681818181818183,31,8,0.0,4862,0.3636363636363636,0.2727272727272727,20884.5,0,0,0.15511774,LOW PRIORITY,VIP,2026-06-08 06:33:37
610,71,53593.0,5,Married,2,1,480.0,23.0,20.869565217391305,60,8,0.0,5052,0.3043478260869565,0.3478260869565217,17864.333333333332,0,0,0.5293011,MEDIUM PRIORITY,At Risk,2026-06-08 06:33:37
615,64,30507.0,3,Married,0,0,343.0,11.0,31.181818181818183,29,7,0.0,4836,0.4545454545454545,0.0909090909090909,30507.0,0,0,0.041026324,LOW PRIORITY,New,2026-06-08 06:33:37
618,47,69389.0,5,Married,1,1,797.0,22.0,36.22727272727273,17,4,0.0,5000,0.3181818181818182,0.0454545454545454,34694.5,0,0,0.09591985,LOW PRIORITY,VIP,2026-06-08 06:33:37
624,40,18890.0,4,Single,0,0,35.0,4.0,8.75,5,6,0.2,4957,0.0,0.25,18890.0,0,1,0.9352596,HIGH PRIORITY,New,2026-06-08 06:33:37
626,73,32871.0,3,Married,2,1,43.0,5.0,8.6,28,4,0.0,4838,0.2,0.2,10957.0,0,0,0.0056368415,LOW PRIORITY,New,2026-06-08 06:33:37
635,58,57183.0,4,Married,2,1,610.0,25.0,24.4,51,8,0.0,4828,0.36,0.32,19061.0,0,0,0.03614305,LOW PRIORITY,At Risk,2026-06-08 06:33:37
640,73,57304.0,3,Married,1,1,1026.0,25.0,41.04,61,5,0.0,4836,0.28,0.08,28652.0,0,0,0.0062572826,LOW PRIORITY,At Risk,2026-06-08 06:33:37
641,57,52074.0,3,Single,1,1,119.0,7.0,17.0,77,4,0.2,4447,0.2857142857142857,0.1428571428571428,26037.0,0,0,0.005129121,LOW PRIORITY,Loyal,2026-06-08 06:33:37
642,44,16005.0,1,Married,1,1,103.0,8.0,12.875,69,8,0.0,5045,0.25,0.375,8002.5,0,0,0.21499614,LOW PRIORITY,Loyal,2026-06-08 06:33:37
663,35,33996.0,5,Single,0,0,71.0,6.0,11.833333333333334,46,4,0.0,4652,0.1666666666666666,0.1666666666666666,33996.0,0,0,0.010658187,LOW PRIORITY,New,2026-06-08 06:33:37
675,51,52034.0,4,Divorced,2,1,332.0,16.0,20.75,67,7,0.0,4769,0.25,0.3125,17344.666666666668,0,0,0.07823804,LOW PRIORITY,Loyal,2026-06-08 06:33:37
679,67,37633.0,5,Married,2,1,38.0,6.0,6.333333333333333,49,9,0.0,5008,0.1666666666666666,0.3333333333333333,12544.333333333334,0,0,0.032186933,LOW PRIORITY,New,2026-06-08 06:33:37
692,70,36807.0,3,Married,2,1,16.0,4.0,4.0,88,6,0.0,4917,0.25,0.25,12269.0,0,0,0.0030268994,LOW PRIORITY,Loyal,2026-06-08 06:33:37
697,55,74918.0,3,Married,0,0,2047.0,21.0,97.47619047619048,78,3,0.2,4835,0.238095238095238,0.0476190476190476,74918.0,0,0,0.16884767,LOW PRIORITY,At Risk,2026-06-08 06:33:37
701,53,73691.0,3,Married,1,1,1179.0,18.0,65.5,58,2,0.2,4596,0.3333333333333333,0.1111111111111111,36845.5,0,0,0.01234054,LOW PRIORITY,At Risk,2026-06-08 06:33:37
702,49,47682.0,2,Widow,1,1,521.0,19.0,27.42105263157895,80,5,0.0,4860,0.2105263157894736,0.2105263157894736,23841.0,0,0,0.005577439,LOW PRIORITY,At Risk,2026-06-08 06:33:37
