customer_id,age,income,total_spend,total_purchases,avg_spend_per_purchase,web_purchase_ratio,deal_sensitivity,recency,num_web_visits_month,campaign_engagement_rate,total_children,has_children,customer_tenure_days,income_per_person,education_rank,marital_clean,complain,response
193,28,14421.0,16.0,4.0,4.0,0.25,0.25,81,5,0.2,0,0,4499,14421.0,1,Married,0,0
194,59,48006.0,41.0,5.0,8.2,0.2,0.2,55,6,0.0,2,1,4387,16002.0,3,Married,0,0
195,52,38808.0,246.0,14.0,17.571428571428573,0.35714285714285715,0.2857142857142857,21,8,0.2,1,1,5039,19404.0,3,Single,0,1
199,62,45183.0,315.0,13.0,24.23076923076923,0.3076923076923077,0.07692307692307693,33,7,0.2,0,0,4892,45183.0,4,Single,0,0
202,76,82032.0,1234.0,17.0,72.58823529411765,0.23529411764705882,0.0,54,1,0.0,0,0,4452,82032.0,5,Widow,0,0
203,49,81169.0,2089.0,22.0,94.95454545454545,0.22727272727272727,0.045454545454545456,47,2,0.0,0,0,4808,81169.0,4,Single,0,0
213,61,23091.0,48.0,10.0,4.8,0.2,0.4,98,7,0.0,2,1,4399,7697.0,5,Single,0,0
217,68,64857.0,1540.0,23.0,66.95652173913044,0.30434782608695654,0.043478260869565216,78,4,0.0,0,0,4950,64857.0,4,Single,0,0
221,69,48726.0,242.0,12.0,20.166666666666668,0.25,0.25,90,6,0.0,1,1,4795,24363.0,3,Married,0,0
231,68,28839.0,32.0,7.0,4.571428571428571,0.2857142857142857,0.2857142857142857,86,5,0.0,2,1,4477,9613.0,4,Married,0,0
232,59,61559.0,530.0,17.0,31.176470588235293,0.23529411764705882,0.058823529411764705,8,3,0.0,1,1,4714,30779.5,3,Single,0,0
234,45,15287.0,31.0,6.0,5.166666666666667,0.16666666666666666,0.3333333333333333,60,7,0.2,1,1,4994,7643.5,3,Divorced,0,1
236,73,34838.0,170.0,10.0,17.0,0.2,0.3,62,6,0.0,2,1,4893,11612.666666666666,3,Married,0,0
238,57,67309.0,1082.0,39.0,27.743589743589745,0.23076923076923078,0.38461538461538464,76,7,0.0,2,1,4889,22436.333333333332,2,Married,0,0
241,72,83844.0,1574.0,20.0,78.7,0.2,0.05,57,1,0.2,0,0,4780,83844.0,3,Married,0,0
246,59,66480.0,312.0,19.0,16.42105263157895,0.21052631578947367,0.3684210526315789,71,4,0.0,2,1,4396,22160.0,3,Married,0,0
247,53,36715.0,357.0,19.0,18.789473684210527,0.3684210526315789,0.3157894736842105,16,9,0.0,1,1,4956,18357.5,3,Married,0,1
252,61,41003.0,601.0,17.0,35.35294117647059,0.35294117647058826,0.058823529411764705,11,6,0.0,0,0,4836,41003.0,5,Divorced,0,0
254,69,53863.0,473.0,18.0,26.27777777777778,0.3888888888888889,0.16666666666666666,4,7,0.2,1,1,4410,26931.5,3,Married,0,0
255,73,22263.0,21.0,6.0,3.5,0.16666666666666666,0.3333333333333333,31,6,0.0,2,1,4458,7421.0,3,Divorced,1,0
257,65,75032.0,1215.0,20.0,60.75,0.25,0.1,74,3,0.0,1,1,4794,37516.0,5,Married,0,0
263,79,45576.0,145.0,8.0,18.125,0.375,0.125,9,8,0.0,0,0,4399,45576.0,5,Single,0,1
269,61,46757.0,1143.0,21.0,54.42857142857143,0.19047619047619047,0.2857142857142857,71,9,0.0,1,1,4957,23378.5,5,Single,0,0
271,55,40590.0,258.0,15.0,17.2,0.2,0.3333333333333333,30,6,0.2,2,1,4637,13530.0,3,Widow,0,0
273,54,36138.0,151.0,13.0,11.615384615384615,0.23076923076923078,0.38461538461538464,48,7,0.2,2,1,4715,12046.0,4,Married,0,0
274,51,34853.0,34.0,7.0,4.857142857142857,0.2857142857142857,0.2857142857142857,75,6,0.0,2,1,4555,11617.666666666666,3,Single,0,0
286,72,44213.0,152.0,12.0,12.666666666666666,0.16666666666666666,0.3333333333333333,48,6,0.0,2,1,4579,14737.666666666666,3,Single,0,0
291,54,72940.0,981.0,13.0,75.46153846153847,0.23076923076923078,0.07692307692307693,13,1,0.0,0,0,4742,72940.0,3,Married,0,0
295,35,81217.0,1157.0,22.0,52.59090909090909,0.13636363636363635,0.045454545454545456,77,1,0.0,0,0,4712,81217.0,3,Single,0,0
304,43,22944.0,76.0,9.0,8.444444444444445,0.3333333333333333,0.3333333333333333,67,7,0.0,1,1,4555,11472.0,4,Single,0,0
309,63,63342.0,1101.0,19.0,57.94736842105263,0.42105263157894735,0.15789473684210525,48,6,0.2,1,1,4988,31671.0,5,Married,0,0
310,54,61872.0,573.0,21.0,27.285714285714285,0.19047619047619047,0.19047619047619047,81,4,0.0,1,1,4565,30936.0,4,Married,0,0
313,56,73455.0,2088.0,22.0,94.9090909090909,0.2727272727272727,0.045454545454545456,98,3,0.2,0,0,4611,73455.0,3,Widow,0,0
322,46,42554.0,41.0,7.0,5.857142857142857,0.2857142857142857,0.2857142857142857,93,4,0.0,2,1,4900,14184.666666666666,3,Married,0,0
326,51,51148.0,315.0,16.0,19.6875,0.3125,0.25,38,6,0.0,2,1,4863,17049.333333333332,3,Married,0,0
332,67,47743.0,275.0,14.0,19.642857142857142,0.2857142857142857,0.21428571428571427,56,6,0.2,1,1,4831,23871.5,3,Married,0,0
339,52,57091.0,496.0,18.0,27.555555555555557,0.5,0.1111111111111111,82,7,0.2,1,1,4950,28545.5,5,Married,0,1
340,54,72967.0,497.0,19.0,26.157894736842106,0.3684210526315789,0.10526315789473684,1,5,0.2,1,1,4928,36483.5,3,Divorced,0,1
347,48,40780.0,377.0,17.0,22.176470588235293,0.4117647058823529,0.23529411764705882,30,9,0.0,1,1,5026,20390.0,3,Divorced,0,0
359,74,48070.0,504.0,19.0,26.526315789473685,0.42105263157894735,0.15789473684210525,33,7,0.0,1,1,4899,24035.0,3,Married,1,0
361,55,43142.0,20.0,4.0,5.0,0.25,0.25,84,7,0.0,2,1,4498,14380.666666666666,4,Married,0,0
367,46,36550.0,577.0,20.0,28.85,0.45,0.25,74,9,0.0,1,1,4862,18275.0,2,Married,0,0
368,50,40049.0,290.0,14.0,20.714285714285715,0.21428571428571427,0.21428571428571427,61,5,0.0,1,1,4944,20024.5,3,Married,0,0
375,70,76773.0,1156.0,16.0,72.25,0.125,0.0625,79,1,0.0,0,0,4856,76773.0,3,Divorced,0,0
378,53,52531.0,794.0,21.0,37.80952380952381,0.3333333333333333,0.09523809523809523,68,6,0.0,0,0,4913,52531.0,3,Married,0,0
380,70,64497.0,1804.0,29.0,62.206896551724135,0.3793103448275862,0.1724137931034483,17,8,0.2,1,1,5024,32248.5,3,Divorced,0,1
387,48,7500.0,61.0,6.0,10.166666666666666,0.3333333333333333,0.16666666666666666,59,8,0.0,0,0,4960,7500.0,1,Married,0,0
405,60,41638.0,441.0,17.0,25.941176470588236,0.29411764705882354,0.23529411764705882,68,8,0.2,1,1,4868,20819.0,3,Divorced,0,0
425,39,55357.0,727.0,22.0,33.04545454545455,0.2727272727272727,0.13636363636363635,66,5,0.0,2,1,4862,18452.333333333332,3,Married,0,0
433,66,61331.0,632.0,23.0,27.47826086956522,0.4782608695652174,0.21739130434782608,42,8,0.0,2,1,4843,20443.666666666668,4,Single,0,0
437,48,75012.0,1027.0,23.0,44.65217391304348,0.13043478260869565,0.043478260869565216,41,1,0.0,0,0,4522,75012.0,4,Divorced,0,0
448,46,54880.0,795.0,21.0,37.857142857142854,0.2857142857142857,0.09523809523809523,57,5,0.0,1,1,4852,27440.0,5,Single,0,0
450,66,42315.0,270.0,12.0,22.5,0.08333333333333333,0.25,90,3,0.0,1,1,4719,21157.5,4,Married,0,0
451,35,9255.0,22.0,5.0,4.4,0.2,0.2,91,8,0.0,1,1,4558,4627.5,3,Single,0,0
453,68,35340.0,45.0,7.0,6.428571428571429,0.2857142857142857,0.2857142857142857,1,5,0.0,2,1,4367,11780.0,5,Widow,0,0
454,44,69508.0,1135.0,28.0,40.535714285714285,0.39285714285714285,0.07142857142857142,48,6,0.0,1,1,4959,34754.0,3,Married,0,0
455,78,51012.0,209.0,10.0,20.9,0.4,0.1,86,6,0.0,0,0,4804,51012.0,5,Married,0,0
456,38,7500.0,36.0,7.0,5.142857142857143,0.2857142857142857,0.2857142857142857,96,8,0.0,1,1,4874,3750.0,2,Married,0,0
460,52,79930.0,1753.0,17.0,103.11764705882354,0.17647058823529413,0.058823529411764705,72,2,0.0,0,0,5057,79930.0,5,Married,0,0
466,80,65275.0,746.0,21.0,35.523809523809526,0.19047619047619047,0.047619047619047616,9,2,0.0,0,0,4819,65275.0,3,Married,0,0
477,38,83512.0,2157.0,22.0,98.04545454545455,0.18181818181818182,0.045454545454545456,31,1,0.8,0,0,4379,83512.0,3,Married,0,1
486,36,84219.0,1198.0,18.0,66.55555555555556,0.16666666666666666,0.05555555555555555,27,1,0.0,0,0,4514,84219.0,3,Married,0,0
492,51,48432.0,424.0,19.0,22.31578947368421,0.3684210526315789,0.2631578947368421,3,8,0.0,1,1,4986,24216.0,5,Single,0,0
498,54,30015.0,57.0,7.0,8.142857142857142,0.14285714285714285,0.2857142857142857,28,5,0.0,1,1,4514,15007.5,3,Single,0,0
500,47,96876.0,1941.0,24.0,80.875,0.2916666666666667,0.041666666666666664,79,2,0.6,0,0,4694,96876.0,3,Married,0,1
503,39,20559.0,53.0,7.0,7.571428571428571,0.2857142857142857,0.2857142857142857,88,8,0.0,1,1,4841,10279.5,4,Married,0,0
520,50,34421.0,30.0,4.0,7.5,0.25,0.25,81,7,0.0,1,1,4730,17210.5,3,Married,0,0
521,39,54006.0,581.0,18.0,32.27777777777778,0.4444444444444444,0.1111111111111111,42,7,0.0,1,1,5016,27003.0,3,Married,0,0
523,35,37155.0,74.0,7.0,10.571428571428571,0.2857142857142857,0.14285714285714285,51,5,0.0,1,1,4881,18577.5,3,Married,0,0
524,58,22634.0,96.0,6.0,16.0,0.3333333333333333,0.16666666666666666,47,8,0.0,0,0,4896,22634.0,1,Married,0,0
528,46,65819.0,1383.0,20.0,69.15,0.25,0.05,99,3,0.0,0,0,4944,65819.0,3,Married,0,0
531,70,57333.0,1662.0,33.0,50.36363636363637,0.24242424242424243,0.3333333333333333,55,6,0.0,1,1,5012,28666.5,5,Divorced,0,1
535,37,81361.0,778.0,27.0,28.814814814814813,0.1111111111111111,0.037037037037037035,18,1,0.0,0,0,4491,81361.0,3,Divorced,0,0
538,35,46107.0,125.0,7.0,17.857142857142858,0.14285714285714285,0.14285714285714285,78,3,0.0,1,1,4506,23053.5,3,Single,0,0
544,70,62820.0,976.0,14.0,69.71428571428571,0.21428571428571427,0.07142857142857142,51,1,0.0,0,0,4781,62820.0,3,Married,0,0
550,72,62335.0,708.0,21.0,33.714285714285715,0.14285714285714285,0.09523809523809523,87,2,0.0,1,1,4769,31167.5,3,Divorced,0,0
564,43,56937.0,906.0,30.0,30.2,0.26666666666666666,0.23333333333333334,81,6,0.2,1,1,5061,28468.5,5,Married,0,1
569,33,90273.0,1991.0,19.0,104.78947368421052,0.2631578947368421,0.05263157894736842,32,2,0.6,0,0,4564,90273.0,3,Single,0,1
574,60,42523.0,125.0,7.0,17.857142857142858,0.14285714285714285,0.14285714285714285,96,2,0.0,0,0,4434,42523.0,3,Married,0,0
577,48,26907.0,22.0,6.0,3.6666666666666665,0.16666666666666666,0.3333333333333333,10,7,0.0,2,1,4680,8969.0,2,Married,0,0
590,54,78579.0,1812.0,16.0,113.25,0.3125,0.0625,35,3,0.0,0,0,4921,78579.0,4,Divorced,0,1
591,67,66033.0,677.0,20.0,33.85,0.4,0.1,76,7,0.0,1,1,4892,33016.5,3,Widow,0,0
606,57,25930.0,15.0,4.0,3.75,0.25,0.25,87,7,0.0,2,1,4629,8643.333333333334,3,Single,0,0
607,69,41769.0,521.0,22.0,23.681818181818183,0.36363636363636365,0.2727272727272727,31,8,0.0,1,1,4868,20884.5,2,Divorced,0,0
610,71,53593.0,480.0,23.0,20.869565217391305,0.30434782608695654,0.34782608695652173,60,8,0.0,2,1,5058,17864.333333333332,5,Married,0,0
615,64,30507.0,343.0,11.0,31.181818181818183,0.45454545454545453,0.09090909090909091,29,7,0.0,0,0,4842,30507.0,3,Married,0,0
618,47,69389.0,797.0,22.0,36.22727272727273,0.3181818181818182,0.045454545454545456,17,4,0.0,1,1,5006,34694.5,5,Married,0,0
624,40,18890.0,35.0,4.0,8.75,0.0,0.25,5,6,0.2,0,0,4963,18890.0,4,Single,0,1
626,73,32871.0,43.0,5.0,8.6,0.2,0.2,28,4,0.0,2,1,4844,10957.0,3,Married,0,0
635,58,57183.0,610.0,25.0,24.4,0.36,0.32,51,8,0.0,2,1,4834,19061.0,4,Married,0,0
640,73,57304.0,1026.0,25.0,41.04,0.28,0.08,61,5,0.0,1,1,4842,28652.0,3,Married,0,0
641,57,52074.0,119.0,7.0,17.0,0.2857142857142857,0.14285714285714285,77,4,0.2,1,1,4453,26037.0,3,Single,0,0
642,44,16005.0,103.0,8.0,12.875,0.25,0.375,69,8,0.0,1,1,5051,8002.5,1,Married,0,0
663,35,33996.0,71.0,6.0,11.833333333333334,0.16666666666666666,0.16666666666666666,46,4,0.0,0,0,4658,33996.0,5,Single,0,0
675,51,52034.0,332.0,16.0,20.75,0.25,0.3125,67,7,0.0,2,1,4775,17344.666666666668,4,Divorced,0,0
679,67,37633.0,38.0,6.0,6.333333333333333,0.16666666666666666,0.3333333333333333,49,9,0.0,2,1,5014,12544.333333333334,5,Married,0,0
692,70,36807.0,16.0,4.0,4.0,0.25,0.25,88,6,0.0,2,1,4923,12269.0,3,Married,0,0
697,55,74918.0,2047.0,21.0,97.47619047619048,0.23809523809523808,0.047619047619047616,78,3,0.2,0,0,4841,74918.0,3,Married,0,0
701,53,73691.0,1179.0,18.0,65.5,0.3333333333333333,0.1111111111111111,58,2,0.2,1,1,4602,36845.5,3,Married,0,0
702,49,47682.0,521.0,19.0,27.42105263157895,0.21052631578947367,0.21052631578947367,80,5,0.0,1,1,4866,23841.0,2,Widow,0,0
709,72,51537.0,1103.0,18.0,61.27777777777778,0.1111111111111111,0.16666666666666666,27,8,0.0,1,1,4934,25768.5,3,Divorced,0,0
713,47,50353.0,442.0,15.0,29.466666666666665,0.26666666666666666,0.06666666666666667,72,3,0.0,0,0,4388,50353.0,4,Married,0,0
716,75,67911.0,976.0,27.0,36.148148148148145,0.2222222222222222,0.1111111111111111,63,3,0.0,1,1,4405,33955.5,5,Married,0,0
736,41,28427.0,52.0,7.0,7.428571428571429,0.2857142857142857,0.2857142857142857,67,8,0.0,1,1,4832,14213.5,3,Married,0,0
737,75,80360.0,2231.0,15.0,148.73333333333332,0.26666666666666666,0.13333333333333333,56,2,0.6,0,0,4850,80360.0,5,Married,0,0
738,43,42395.0,182.0,12.0,15.166666666666666,0.25,0.3333333333333333,35,7,0.0,2,1,4453,14131.666666666666,2,Single,0,0
749,43,42162.0,145.0,9.0,16.11111111111111,0.3333333333333333,0.2222222222222222,31,6,0.2,1,1,4589,21081.0,3,Married,0,1
760,49,60554.0,811.0,23.0,35.26086956521739,0.34782608695652173,0.08695652173913043,8,6,0.0,1,1,4691,30277.0,5,Divorced,0,0
762,43,75774.0,823.0,21.0,39.19047619047619,0.3333333333333333,0.047619047619047616,27,4,0.0,1,1,4425,37887.0,2,Married,0,0
771,57,54178.0,194.0,10.0,19.4,0.2,0.1,79,2,0.0,1,1,4526,27089.0,3,Married,0,0
773,53,42835.0,595.0,23.0,25.869565217391305,0.2608695652173913,0.30434782608695654,64,6,0.0,2,1,4731,14278.333333333334,4,Divorced,0,0
793,51,20895.0,45.0,6.0,7.5,0.3333333333333333,0.16666666666666666,24,9,0.0,1,1,4998,10447.5,3,Married,0,0
796,59,60161.0,1071.0,26.0,41.19230769230769,0.4230769230769231,0.11538461538461539,17,8,0.0,1,1,4981,30080.5,2,Divorced,0,0
798,37,23442.0,27.0,5.0,5.4,0.2,0.2,71,7,0.0,1,1,4919,11721.0,3,Single,0,0
800,64,44512.0,32.0,6.0,5.333333333333333,0.16666666666666666,0.3333333333333333,57,4,0.0,2,1,4670,14837.333333333334,3,Married,0,0
803,56,40521.0,21.0,4.0,5.25,0.0,0.25,82,5,0.0,2,1,4817,13507.0,3,Married,0,0
807,55,44602.0,292.0,17.0,17.176470588235293,0.35294117647058826,0.35294117647058826,35,8,0.0,2,1,4501,14867.333333333334,4,Married,0,0
810,49,74190.0,641.0,19.0,33.73684210526316,0.21052631578947367,0.10526315789473684,49,2,0.0,1,1,4415,37095.0,3,Married,0,0
819,79,63285.0,1103.0,25.0,44.12,0.24,0.04,84,3,0.0,0,0,4603,63285.0,3,Widow,0,0
821,32,92859.0,2077.0,22.0,94.4090909090909,0.22727272727272727,0.045454545454545456,46,2,0.0,0,0,4985,92859.0,4,Single,0,0
830,37,74004.0,1658.0,15.0,110.53333333333333,0.26666666666666666,0.06666666666666667,5,3,0.4,0,0,4492,74004.0,5,Single,0,1
832,58,65814.0,747.0,23.0,32.47826086956522,0.34782608695652173,0.13043478260869565,90,5,0.0,1,1,4486,32907.0,5,Married,0,0
833,69,38452.0,72.0,9.0,8.0,0.3333333333333333,0.3333333333333333,62,7,0.0,2,1,4458,12817.333333333334,4,Married,0,0
837,47,54809.0,174.0,12.0,14.5,0.16666666666666666,0.3333333333333333,0,4,0.0,2,1,4658,18269.666666666668,3,Married,0,0
839,49,45503.0,170.0,9.0,18.88888888888889,0.3333333333333333,0.1111111111111111,54,5,0.0,1,1,4644,22751.5,5,Married,0,0
843,53,64722.0,805.0,25.0,32.2,0.32,0.16,47,6,0.0,1,1,4401,32361.0,3,Married,0,0
849,71,56129.0,660.0,22.0,30.0,0.2727272727272727,0.18181818181818182,65,4,0.0,1,1,4741,28064.5,4,Married,0,0
850,56,70566.0,757.0,22.0,34.40909090909091,0.2727272727272727,0.09090909090909091,4,3,0.0,1,1,4633,35283.0,3,Single,0,0
851,52,57136.0,642.0,26.0,24.692307692307693,0.19230769230769232,0.34615384615384615,48,6,0.0,2,1,4722,19045.333333333332,4,Married,0,0
868,58,44794.0,65.0,6.0,10.833333333333334,0.3333333333333333,0.16666666666666666,99,6,0.0,1,1,4388,22397.0,3,Married,0,0
873,75,62845.0,1178.0,28.0,42.07142857142857,0.10714285714285714,0.39285714285714285,3,8,0.2,2,1,5003,20948.333333333332,4,Married,0,1
879,48,49681.0,458.0,21.0,21.80952380952381,0.3333333333333333,0.2857142857142857,66,7,0.0,2,1,4604,16560.333333333332,4,Married,0,0
880,58,22634.0,96.0,6.0,16.0,0.3333333333333333,0.16666666666666666,47,8,0.0,0,0,4896,22634.0,1,Married,0,0
891,73,29298.0,11.0,4.0,2.75,0.25,0.25,60,5,0.0,2,1,4662,9766.0,4,Married,0,0
895,76,61467.0,594.0,20.0,29.7,0.25,0.15,69,5,0.0,2,1,4934,20489.0,5,Married,0,0
898,38,23477.0,147.0,10.0,14.7,0.3,0.3,39,8,0.0,1,1,4618,11738.5,3,Married,0,0
902,44,62994.0,312.0,13.0,24.0,0.46153846153846156,0.07692307692307693,74,6,0.0,1,1,4484,31497.0,3,Married,0,0
905,38,21846.0,84.0,11.0,7.636363636363637,0.36363636363636365,0.36363636363636365,38,8,0.0,1,1,4617,10923.0,3,Divorced,0,0
907,49,46149.0,362.0,18.0,20.11111111111111,0.2777777777777778,0.2777777777777778,36,5,0.0,1,1,4579,23074.5,3,Married,0,0
916,52,41644.0,31.0,6.0,5.166666666666667,0.16666666666666666,0.3333333333333333,67,3,0.0,2,1,4418,13881.333333333334,5,Single,0,0
922,45,31086.0,48.0,6.0,8.0,0.16666666666666666,0.3333333333333333,79,8,0.2,2,1,4788,10362.0,2,Married,0,0
933,46,37717.0,25.0,4.0,6.25,0.25,0.25,31,9,0.0,1,1,4950,18858.5,5,Married,0,0
938,43,40211.0,87.0,7.0,12.428571428571429,0.2857142857142857,0.2857142857142857,30,8,0.2,2,1,4701,13403.666666666666,3,Married,0,0
940,37,57100.0,311.0,14.0,22.214285714285715,0.21428571428571427,0.14285714285714285,9,3,0.0,1,1,4409,28550.0,3,Single,0,0
942,42,39660.0,299.0,14.0,21.357142857142858,0.5,0.21428571428571427,36,9,0.0,1,1,5057,19830.0,3,Single,0,1
944,62,56181.0,393.0,14.0,28.071428571428573,0.2857142857142857,0.07142857142857142,6,4,0.0,1,1,4904,28090.5,3,Married,0,0
945,59,36317.0,133.0,9.0,14.777777777777779,0.3333333333333333,0.2222222222222222,53,7,0.0,1,1,4770,18158.5,3,Married,0,0
946,66,26490.0,210.0,11.0,19.09090909090909,0.2727272727272727,0.18181818181818182,92,6,0.0,0,0,5012,26490.0,2,Married,0,0
948,53,10245.0,41.0,8.0,5.125,0.125,0.375,32,5,0.0,1,1,4777,5122.5,3,Single,0,0
954,64,22123.0,102.0,7.0,14.571428571428571,0.2857142857142857,0.14285714285714285,77,5,0.0,0,0,4461,22123.0,1,Widow,0,0
955,62,47175.0,240.0,17.0,14.117647058823529,0.23529411764705882,0.4117647058823529,81,8,0.2,2,1,4976,15725.0,4,Married,0,1
961,52,74716.0,860.0,17.0,50.588235294117645,0.4117647058823529,0.11764705882352941,92,4,0.0,1,1,4657,37358.0,3,Married,0,0
965,53,55635.0,590.0,21.0,28.095238095238095,0.3333333333333333,0.19047619047619047,34,6,0.0,1,1,4960,27817.5,3,Divorced,0,0
966,58,44529.0,691.0,25.0,27.64,0.24,0.24,98,5,0.2,1,1,4726,22264.5,3,Married,0,0
967,48,46049.0,515.0,26.0,19.807692307692307,0.19230769230769232,0.38461538461538464,11,7,0.0,2,1,4710,15349.666666666666,3,Married,0,1
968,56,41335.0,187.0,12.0,15.583333333333334,0.3333333333333333,0.25,24,7,0.0,1,1,4552,20667.5,4,Divorced,0,0
975,68,54252.0,264.0,15.0,17.6,0.26666666666666666,0.3333333333333333,25,6,0.0,2,1,4764,18084.0,3,Single,0,0
977,67,47320.0,414.0,20.0,20.7,0.25,0.3,10,6,0.0,1,1,4699,23660.0,3,Married,0,0
979,49,33249.0,112.0,8.0,14.0,0.25,0.25,11,6,0.0,1,1,4861,16624.5,3,Single,0,0
983,40,40059.0,414.0,12.0,34.5,0.5,0.08333333333333333,82,8,0.2,1,1,4641,20029.5,3,Married,0,0
988,59,81168.0,1193.0,18.0,66.27777777777777,0.3333333333333333,0.05555555555555555,84,3,0.2,0,0,4420,81168.0,3,Married,0,0
999,33,86037.0,730.0,25.0,29.2,0.24,0.04,95,3,0.4,0,0,4910,86037.0,3,Single,0,1
1000,63,74881.0,964.0,27.0,35.7037037037037,0.3333333333333333,0.14814814814814814,48,5,0.0,2,1,4845,24960.333333333332,4,Married,0,0
1008,43,44953.0,1021.0,24.0,42.541666666666664,0.2916666666666667,0.041666666666666664,31,6,0.2,0,0,4922,44953.0,5,Married,0,0
1010,47,46931.0,78.0,7.0,11.142857142857142,0.14285714285714285,0.2857142857142857,94,3,0.0,3,1,4433,11732.75,3,Married,0,0
1012,72,61823.0,884.0,24.0,36.833333333333336,0.3333333333333333,0.16666666666666666,26,7,0.0,1,1,4863,30911.5,3,Single,0,0
